delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
202980,51542,6080,34873,8732,1239,734,676
66313,48716,57175,21791,20386,1645,663,720
282678,91113,68640,9692,15210,1380,607,801
37286,88971,2135,31747,8141,2513,619,602
72483,36896,32896,13281,4228,1914,495,350
236691,77489,71786,21520,8087,2121,1110,539
61820,90246,24928,55304,6211,1778,1219,677
140260,64645,9634,135234,15568,3490,1029,650
291941,70366,31296,31278,1233,3304,716,317
117144,7702,29354,23777,6278,1697,1660,594
214402,93011,24810,4704,6100,4198,2258,348
153533,30071,4243,7511,11632,4969,473,314
214059,51008,8657,12806,8237,2212,990,311
140414,49356,2737,16071,7728,1716,507,1084
46031,96317,20047,2341,2054,3628,760,688
31198,45189,12690,7808,5732,2131,797,969
98041,109020,10404,15523,8978,5299,2598,934
26093,26414,13957,13690,5968,3760,1190,1219
194676,26155,40535,15714,6290,3080,722,508
269451,15784,10575,6957,4704,2105,1347,472
142034,182547,23478,50188,3945,2183,2342,510
203901,87930,51994,40860,9839,2484,1136,397
151935,87302,5473,15860,2310,2433,1138,624
9901,27787,18274,56399,69165,5747,1185,575
241209,31125,18962,5510,5985,1556,1248,377
49143,56622,29260,12444,11184,1589,949,468
87527,86125,24503,18660,5359,1477,928,522
57836,75538,21734,32597,18583,5931,2970,1145
58693,52803,8869,76846,4711,1958,642,827
104676,57548,40850,11093,2803,2182,611,325
123488,21047,46524,23175,8725,2298,712,686
328466,70820,12019,6675,4839,2350,928,693
130445,63876,27725,23160,20266,2864,3103,821
306031,109505,4740,91510,9578,1766,938,628
182413,114692,43869,43445,2986,2501,486,632
201249,99287,5839,35412,1583,3377,605,569
273711,47510,42419,11923,5619,1612,1240,742
108261,118598,27943,49272,3247,3688,824,709
24350,29529,19294,25031,3724,3064,1005,879
302650,65644,43492,23930,23253,2574,2913,1020
407118,125086,30694,85950,9277,4074,1017,742
130472,91860,13282,11979,3123,1289,922,909
62701,10514,24053,11583,8830,1577,457,632
114369,125404,3439,4902,5348,2193,317,419
78756,57915,66043,14762,12602,3209,967,404
184121,56512,34465,60547,11946,3231,819,708
196354,49714,11824,8870,1132,1545,2227,704
29166,51222,9619,20316,1168,2476,847,568
214189,27887,597,19075,2563,3737,1482,520
70468,75457,7743,38701,3422,1841,1043,430
27064,97813,16579,10023,9357,2760,513,663
600753,44701,14458,10173,9280,2433,882,439
145243,91048,33543,126570,15620,1498,581,1241
225131,13642,36195,17001,3805,1860,372,576
210480,47088,14463,39041,5190,2109,1335,948
83997,58790,76591,20876,29176,5703,1746,504
126840,51649,10865,11353,7465,1758,784,717
460500,156151,23152,18459,2795,1114,1071,315
665396,76466,40612,20120,5282,1560,1244,788
175769,83893,32624,44786,35192,4512,1764,904
471615,99475,55778,81782,6861,5584,800,930
301372,91808,2529,102332,3260,2491,387,704
122053,103945,64588,5723,7919,2732,1198,379
29839,34948,40498,14854,5143,1458,957,606
378651,72890,13632,43752,4652,1961,822,561
472750,269004,16412,12636,4237,1845,1489,538
197988,34643,16781,17596,13520,2766,736,857
417438,37583,30349,14406,23013,3646,1451,886
253982,419221,12781,21373,6440,2239,841,626
112497,40979,11028,8124,5790,1571,824,365
146293,62194,880,29040,8238,4894,738,691
327935,61174,8102,56860,20692,2630,682,750
538047,75075,13560,29083,5375,1112,1739,624
63953,9894,18505,38153,3940,1578,1149,558
301790,11666,9799,10719,6136,1243,609,758
341661,12840,26476,2836,4819,2523,450,320
47167,30581,54353,20416,2750,1111,545,780
40749,183054,17321,17207,3800,1291,950,1400
54184,80751,8794,17555,4958,4379,1280,1162
212381,43417,14070,31727,5209,3951,705,1285
130996,80088,8698,43664,14190,1481,1029,698
124071,33811,39458,5686,2708,1540,996,760
445022,45539,39799,66509,1715,2937,842,782
527880,61946,14379,5931,2330,2825,741,1047
370770,97551,14781,31665,14573,5473,621,818
105438,81585,10138,49992,13790,1832,1097,511
151752,43091,15874,2491,2918,1710,433,880
210465,100025,8171,16708,11271,2077,684,590
221995,67078,24709,172836,13849,1742,1431,340
50583,8786,15806,8231,2367,2004,726,900
263800,41120,6245,2858,9312,2118,626,657
388300,56444,28423,30796,10407,3670,1610,532
182490,166510,16903,30779,16759,2315,908,886
64814,24301,14639,28718,1493,1411,776,1291
382649,58980,14859,7880,5010,2650,1442,940
101035,103555,80026,43990,19958,2317,1225,1431
210475,60407,19164,7719,2002,2434,741,1001
342622,99110,19548,21139,5416,1267,1381,661
163317,71107,41919,39054,12838,2628,1116,487
276390,129378,69039,7715,10639,1061,553,679
100364,67451,9460,27305,9367,3139,528,747
76178,73455,13587,23902,6536,3064,1103,679
113618,39595,33396,1168,4325,1283,831,524
223898,125369,5224,8625,3210,2748,344,270
404048,31387,42631,151753,7114,3731,439,828
283227,57429,32536,11036,5663,2717,880,772
38524,78626,5955,6180,9835,1714,666,611
144566,15616,30966,21222,10809,6243,925,1221
104070,55403,6842,9885,5737,3315,541,1693
195185,57678,6287,7438,4611,1767,1558,575
90976,74685,38410,38028,7531,3460,1636,1177
174255,70606,6339,24275,9476,2835,647,404
19966,114038,9780,12612,9273,1326,605,825
271206,54449,6698,24233,5160,2133,1230,782
40470,45249,45499,23204,5081,6262,1669,888
319805,49995,145765,18030,14255,2442,1302,693
234617,194158,15432,15552,6270,3387,552,770
184253,28072,2031,34699,9716,1387,455,725
123477,97116,11070,13978,4185,1022,917,549
436473,104280,72725,17872,12702,2994,3231,815
98648,41418,51682,199269,6995,906,951,749
150448,14334,29157,10972,4899,2872,1205,981
318844,42247,61067,30140,4148,2700,420,671
325786,183243,38346,24243,9660,3367,884,399
408093,71338,85654,146197,6316,3144,536,520
57287,61077,9052,24095,6264,1750,1787,814
250553,73933,15088,9848,10269,3749,611,1296
318485,34526,20301,40581,6364,1685,926,616
86123,101844,19665,29772,40723,1417,849,807
541859,94074,50440,61118,1495,2518,1492,729
567896,47436,63353,47635,16331,2669,397,1062
136393,46713,42908,97536,15931,1796,409,427
143527,214221,26610,9445,2413,2374,1893,425
168584,47318,17352,5947,3936,1665,793,592
159447,58990,19461,16198,10622,1132,1994,502
19934,34773,16860,128466,9819,2515,1547,1677
138785,69634,16974,35525,3075,1547,985,1007
205536,59841,26987,19501,9205,3470,955,637
262239,109525,12551,19214,4181,2103,1084,617
55933,78659,12588,21673,1780,2509,1089,704
97394,53203,6264,16208,3610,3760,1762,580
346410,112440,90220,7825,10064,725,592,420
140858,51653,53495,9781,7364,1882,834,656
608438,67212,17477,11138,4658,2614,892,700
29172,15706,7130,51960,32049,6490,809,1363
349666,68672,30749,27421,7169,2847,463,715
229339,69934,8392,21782,2319,4648,1407,830
1117417,54554,66839,7414,15590,2968,1020,426
338005,41510,35775,13653,14058,3138,2111,232
464339,40514,19446,30566,2636,1399,1242,464
260467,89114,26752,13262,7246,3848,1711,1337
88479,49509,22444,19527,4086,4363,330,349
163581,35275,2680,18254,5585,2335,354,592
32746,31828,45455,12464,7093,2598,1674,1268
117174,36503,54905,4949,5493,4406,2258,864
194125,143882,23426,52422,24566,1953,742,798
130309,78210,34382,5703,10866,3050,689,915
130045,19660,31781,13742,6016,1949,1055,858
58499,101690,95878,9869,7915,2972,1015,668
473381,49498,6521,7541,10209,2154,854,601
79566,37071,32882,42997,26339,2606,883,577
88753,98741,19703,30580,6072,2305,785,389
285439,99468,2729,31341,6004,4795,487,525
463160,125628,7006,62913,26326,2619,1318,896
253355,66742,14137,66797,12834,2983,455,797
107026,37784,2670,3927,1845,2808,812,811
91066,50010,21322,14795,4176,2073,789,666
97359,37956,28006,29840,2100,1222,933,1070
71347,38504,65018,61764,15295,3358,1319,528
66446,20086,41205,14665,5249,1507,623,623
162995,79160,3825,114227,25518,3110,2537,977
386790,43763,19391,11111,3234,4147,342,927
52900,35874,4135,27931,6677,2151,1586,788
95492,37775,16764,16185,6004,1897,973,834
115833,75000,20408,4958,3518,2443,1709,838
46052,97493,11014,10249,3151,4279,1579,1005
287698,41872,48136,32777,3633,2779,1458,872
287165,41900,6658,7800,4894,4372,1182,478
271429,138264,144698,25476,13214,3455,1045,569
363787,101064,47110,13790,4353,1496,679,590
173894,137026,5705,80136,13950,1360,1088,580
181381,87887,18955,48800,9189,2900,338,618
814139,38191,24517,16374,5552,2467,2223,321
495088,75529,5558,15149,4426,2088,849,706
73392,247526,47562,258042,10642,4140,960,808
212217,52748,18220,11242,2586,2432,1311,773
230347,110319,15295,102342,17651,2262,1108,628
386191,92157,6966,22045,4209,3665,378,539
140903,52390,2065,30104,21073,8719,897,562
114415,58794,26764,28942,2298,753,1114,782
124191,41035,76318,15998,6237,4393,976,643
451516,165568,19676,72755,5333,1816,466,712
508318,21434,7379,62474,4241,2319,1030,847
310890,186834,29989,7220,7328,1522,1102,543
117082,89261,19876,9407,10520,2298,1031,685
58257,90525,5601,52734,8715,2937,1000,446
190716,103647,12237,26877,17469,3546,1026,433
658880,259298,20442,34151,7823,3359,1690,787
43356,50548,12421,7587,19470,3274,482,585
176944,66337,10994,1972,3260,1950,606,1036
209334,127007,30437,14380,3916,3248,1640,630
80723,84020,38916,7207,5329,8577,1270,1135
119825,54808,6412,44321,30226,2816,732,515
606116,168004,1396,4528,5628,1610,604,532
136132,50029,9347,16703,8959,1987,1267,499
496391,196570,30060,18003,32552,880,478,292
61312,81260,16018,42510,10305,2907,484,379
196916,72230,50870,10540,8826,1290,865,301
232219,101623,4992,15981,5649,1385,1069,648
78757,60655,9635,53622,8939,3024,2795,706
89065,134952,42497,22428,3665,3061,1007,1255
54518,12919,48224,18763,9240,2145,722,1257
52216,114844,25710,6331,7627,1674,1173,1067
242922,27836,16879,15533,6088,2834,609,662
57524,44457,27286,22708,2625,1160,489,839
227222,123790,42409,21969,6615,2579,1200,650
247198,123975,38586,84825,12412,4730,2630,1006
159678,41870,58669,48504,21445,1522,824,231
67138,152457,53585,50513,67286,1784,1713,1029
328173,83683,32620,29553,1901,4391,1251,277
96365,26657,2499,11687,4530,1197,391,144
113085,46328,29343,27270,2248,6320,636,467
153977,59828,49689,61452,11897,3442,812,544
73823,12676,41038,27086,4048,3378,779,663
72080,44466,1174,10629,12516,1596,720,409
60830,44879,23118,6012,2584,1925,679,433
92101,41572,3217,32051,1973,2634,1204,434
237650,11711,1184,6941,1700,437,385,194
623890,27303,10654,20208,11393,2398,293,514
101245,47329,44925,42209,2970,2384,1216,763
385005,104388,75251,16297,29542,1271,1219,816
175424,142657,53136,23873,3357,2037,988,434
114740,48691,24817,18756,9295,4120,1113,353
268785,269143,57053,9219,7202,6872,7046,2871
129717,69774,27585,41881,5273,1616,368,675
54136,48946,5009,7883,2547,2081,913,572
238691,30566,50765,8291,15400,4874,546,504
172198,20987,79059,20105,3845,3336,1521,1475
186668,80517,13878,15716,13233,2400,532,879
169938,127964,38322,16371,3122,1551,1286,925
189687,54846,48973,8238,1718,4906,1094,486
418194,36823,94112,14397,13808,2673,639,593
214741,24881,30807,52470,18694,3746,1080,392
347368,117524,34752,2941,7648,1122,1248,743
281337,144003,33354,4565,8003,3209,1321,962
195945,89959,20529,8854,4888,1940,1637,444
202489,112668,101421,143359,14493,3723,536,410
137874,743931,12520,58833,7763,977,805,521
401045,62117,28902,12503,4376,2826,1679,455
64894,36005,16686,34105,4795,3713,649,1036
320496,37273,36890,7173,3596,2132,1185,964
248724,162567,38637,26607,4022,4408,1876,859
39819,84892,7508,32757,10376,1565,1185,522
245848,65111,38185,32521,5209,2113,738,457
12197,65699,14957,9486,4462,1726,692,800
103810,57438,22016,9501,2393,1946,1058,656
107739,16299,33625,21251,6607,1979,660,1262
411707,45177,7129,28283,2979,2234,1116,720
222507,114183,29233,10704,10042,1439,1979,2215
44889,65766,20168,21679,2831,5023,1268,483
87731,65516,8764,7369,2950,1509,1205,446
275778,40030,9407,35879,17581,2729,2087,624
114439,43555,9700,31411,3216,1617,217,176
103499,32907,56072,20394,4073,2588,757,676
584624,63477,40204,21903,7994,1932,1291,657
72835,102918,55110,36399,12463,2851,1196,567
337302,60701,19198,25187,5321,1802,1836,621
211776,31216,16956,10451,10661,2068,1452,600
79685,60236,11872,11030,5685,1060,509,360
184455,29050,9752,47003,6846,1192,801,489
303195,35591,14986,17085,2441,1748,621,218
49856,56195,39510,11818,2902,2486,1892,621
290101,61657,29939,25665,4220,1980,2420,415
503410,165878,24106,131660,13784,7136,1711,953
846821,166582,47058,8578,7321,3045,995,740
122003,137036,15877,24103,5499,5933,1765,1177
258693,28739,15240,32976,1519,3201,1071,518
87453,36650,42519,12516,1315,1778,827,616
159466,78202,20023,62434,4602,958,695,630
171964,55353,13212,8559,24186,4068,984,978
214179,40867,22104,114455,21772,2383,647,697
39379,41555,8309,10231,11306,3247,2105,1077
83275,47871,22650,4025,8698,1488,818,454
163947,36030,25224,167113,27911,4102,560,665
253147,31739,16475,7085,4719,1526,522,582
288318,33374,68118,6307,1779,1233,959,495
301594,64462,30410,21021,8673,5298,949,554
140238,117661,10151,18946,3945,2141,1221,593
301670,232974,3278,19196,17981,2706,588,824
374478,198958,16654,40134,14615,1497,2256,896
122388,281276,49468,48636,13817,2095,910,612
162546,56183,84893,13103,9777,2015,916,636
606556,82483,11693,5574,6232,1294,666,622
387839,27768,10849,8574,1664,2456,1329,829
96365,56035,10113,32834,2104,3612,841,667
168819,34579,28741,47900,14897,4154,887,559
186640,40833,45119,59401,6412,2277,1292,1417
141738,85476,5645,8194,3995,1515,1282,1435
100021,181394,6272,18797,20230,3585,1753,807
128857,61978,10376,14778,10181,3167,1570,771
812856,295501,82103,30679,11538,4147,2089,1307
56944,76389,21892,57961,3453,1747,724,624
413706,15857,14595,25050,2874,3079,1331,805
87475,27122,5406,41783,5461,2619,1040,1049
333248,92230,10864,27016,8250,1240,1082,646
46029,62564,83714,52496,9146,3077,905,1324
328837,36293,48494,12716,5789,1955,1060,771
62319,43502,11777,2369,3129,1519,830,528
356552,202507,3888,26899,12369,1722,760,572
338794,103577,21258,9011,2149,1845,436,475
272379,74998,39683,14472,3466,1245,897,836
96366,42923,7192,10817,7217,2576,1165,1386
383725,191975,52143,24734,6423,2614,429,634
110867,135744,17389,10463,4431,3069,1579,547
302001,74078,31029,90920,60334,2943,885,723
61602,72321,15283,66194,4541,3216,1152,507
271125,203225,17249,13747,3166,4836,340,685
171691,84107,39235,59132,15549,4921,720,316
47937,24963,15904,32148,2625,3573,756,549
389335,55974,4632,33904,3823,7994,828,596
26011,151421,20419,7798,12101,3796,979,1152
59861,48833,16657,12125,2438,3863,833,941
46778,39163,7085,13202,5643,2199,325,686
35164,48862,8756,15169,4356,2569,1051,383
411066,188420,3699,3285,5962,3075,2053,245
204245,50653,11855,39077,21107,3637,630,454
571106,72151,13974,15214,5739,1925,762,1211
601908,49992,18064,35763,31631,6321,983,505
805837,137584,67031,113725,35560,11916,3698,568
117130,128218,29784,24886,3220,2153,591,514
640424,60968,8537,61802,21934,3206,797,803
482754,54591,11060,2506,2949,1879,734,947
46786,69750,77608,102978,19179,2428,848,643
157312,37454,22557,5559,2725,2343,798,404
349622,73032,35510,19213,3966,3247,771,1150
630082,89043,35377,10180,13787,3001,687,709
254524,103071,17824,11165,1633,2556,761,321
172939,54449,53237,14877,3939,2180,569,615
134302,59946,50295,6952,3381,1795,364,981
226171,59158,7060,11404,2476,2094,760,781
158594,31457,11374,30192,14491,3083,2039,498
145817,60797,32107,10685,2882,2667,486,809
75629,81905,11579,11940,3360,1342,1287,240
131191,41032,76931,7342,5673,1992,891,897
388604,71934,16474,21763,5190,1904,624,615
190663,139287,20785,18790,3223,4296,1607,912
77278,44855,15054,2669,2191,808,1006,516
139544,14442,24628,15580,2985,2626,550,548
165183,111909,10916,17114,3232,5070,1233,346
1176757,89438,72483,27091,49441,3728,875,1155
1426032,240054,47943,12475,9332,7141,639,1296
175663,48379,24700,11471,5687,2531,711,496
459744,103274,53152,24637,8354,1645,484,902
248369,31059,13879,43088,2225,2152,672,592
63610,47313,10347,20071,5900,2190,1725,561
67320,109447,37453,17500,1534,4385,1509,608
208422,180853,34726,43560,22286,5289,1433,494
183125,123236,124133,7395,8615,3370,916,820
230696,37029,36996,9604,5537,1607,1032,383
162467,21840,23749,128157,5732,6794,1686,2165
79029,119471,4993,5921,4130,3111,1403,552
83100,29539,16105,3197,3840,1883,940,1032
127808,74188,12608,3643,4174,2179,1348,540
139199,23433,15963,15417,6794,4525,1722,902
48984,87221,18918,20554,10783,1357,552,907
100987,40104,3011,20371,2212,1613,611,467
195357,17150,17072,16334,10623,1957,1171,500
122308,75410,28882,5858,4117,1770,598,627
126852,176780,2300,6629,3044,1713,883,789
97034,49822,24346,9707,4320,1638,1315,444
92372,34284,11346,11167,4917,3245,1092,544
298125,46591,7976,14783,6366,1963,1265,1504
193707,50134,11524,14035,10287,2325,579,722
91532,54088,36106,11801,7887,2878,1328,727
14468,33236,32473,175467,11794,2981,926,433
93648,31873,13288,42193,4691,2238,1062,558
461193,82404,2280,29280,5007,1240,470,553
226154,41177,45415,8464,11324,2948,863,780
410623,38362,14559,13877,10897,3525,1361,727
515995,235971,70055,125694,31004,1940,1130,516
125003,57795,28268,8705,26774,5084,1265,725
232344,80705,38649,28270,1569,2533,877,574
144010,56878,64598,94239,8542,1605,467,496
172261,63139,18017,16437,7327,1898,1432,630
766649,111409,2875,9334,3214,2161,992,294
247162,23011,32871,9246,18055,3433,817,611
71972,33378,3123,6181,4324,2692,969,859
49352,75194,6606,9876,6094,2402,771,558
132966,15986,44928,10279,2567,2272,341,521
177067,37986,15002,27411,9878,3924,544,1498
52584,91392,39810,87493,2182,1360,915,818
217287,334202,33407,32599,4085,1630,1244,697
185894,88842,55791,25303,5136,3912,1009,582
184174,57682,13609,13764,3379,2857,853,345
179151,56415,11609,20607,10180,3842,1538,578
69585,18578,15224,5301,4577,1923,684,348
337554,133337,10783,7107,20346,2847,935,613
80124,145812,14954,126611,20040,3875,1141,778
145169,56559,3957,10740,2339,2665,876,932
181501,67583,34833,8328,1525,720,925,684
164598,9340,1653,21242,1573,937,118,186
350309,77462,4468,29040,11089,2747,1766,624
225902,81355,26236,23973,5319,1107,1037,795
1520254,280422,19638,29310,16989,4502,946,1133
205507,86301,22399,141283,21043,1972,734,285
228394,96473,21980,12407,8065,2626,648,494
380106,57400,15430,15849,3626,927,680,494
358820,58577,25168,135305,38031,2314,1234,2008
122367,80489,20263,20274,12000,2007,477,1003
236769,48160,13320,23419,7480,681,762,519
62516,16036,19340,17794,3214,2834,494,612
296179,12002,14183,26955,2668,4674,1151,397
138781,42974,12168,24416,2354,1432,657,1050
1030983,154036,3459,9091,9519,863,1009,591
146047,9329,22284,25755,20143,2239,884,652
525933,69375,8241,36755,6125,3143,1532,806
93950,75745,42125,27807,2451,2710,1237,792
43055,91772,21333,11843,3414,1266,1926,273
